InvoiceNo,InvoiceDate,CustomerID,Quantity,price_total,StockCode
565239,2011-09-02,12670,273,608.079999999999,23
565240,2011-09-02,17949,372,1047.12,2
565241,2011-09-02,17949,904,822.24,2
565242,2011-09-02,14436,129,89.06,9
565243,2011-09-02,16735,621,770.93,34
565244,2011-09-02,16735,57,125.45,6
565245,2011-09-02,16678,268,306.96,10
565246,2011-09-02,12408,310,642.28,17
565247,2011-09-02,15864,352,543.6,5
565248,2011-09-02,15860,72,112.86,32
565249,2011-09-02,18027,78,115.31,21
565250,2011-09-02,13643,66,171.5,8
565251,2011-09-02,12748,27,11.3099999999999,5
565261,2011-09-02,12474,314,465.68,26
565285,2011-09-02,16013,628,1821.6,4
565287,2011-09-02,12483,163,309.45,14
565289,2011-09-02,14911,163,749.13,26
565291,2011-09-02,18102,1680,4913.52,5
565292,2011-09-02,16102,312,553.08,18
565293,2011-09-02,17857,288,561.6,2
565295,2011-09-02,12794,227,317.0,20
565309,2011-09-02,15311,164,300.2,5
565311,2011-09-02,16210,120,344.88,2
565312,2011-09-02,14527,69,145.02,20
565315,2011-09-02,14019,320,416.24,17
565316,2011-09-02,15628,197,311.85,16
565317,2011-09-02,12921,288,598.38,14
565318,2011-09-02,12921,322,560.54,23
565320,2011-09-02,16745,569,461.77,18
565321,2011-09-02,12437,100,269.58,9
565322,2011-09-02,12437,54,65.1,5
565324,2011-09-02,13232,105,169.85,37
565325,2011-09-02,16086,140,312.64,8
565326,2011-09-02,16706,55,120.02,34
565327,2011-09-02,12832,132,267.8,18
565328,2011-09-02,14004,44,241.0,8
565329,2011-09-02,14606,59,113.31,40
565330,2011-09-02,16989,20,33.0,1
565331,2011-09-02,16674,63,122.2,35
565332,2011-09-02,13695,260,381.54,14
565333,2011-09-02,12375,87,230.3,11
565338,2011-09-02,14948,92,82.36,6
565350,2011-09-02,14178,114,180.47,18
565366,2011-09-02,17091,265,690.15,37
565367,2011-09-02,17091,12,7.43999999999999,1
565372,2011-09-02,17090,48,162.72,1
565377,2011-09-02,18087,1,852.8,1
565380,2011-09-02,14463,52,220.2,2
565381,2011-09-02,16173,137,429.38,25
565383,2011-09-02,14096,35,103.22,19
565384,2011-09-02,13507,172,386.32,20
565386,2011-09-02,17997,189,269.169999999999,40
565387,2011-09-02,14560,120,50.4,1
565388,2011-09-02,14415,203,462.35,65
565397,2011-09-02,14171,167,363.79,58
565398,2011-09-02,15856,487,855.28,18
565399,2011-09-02,12748,8,3.12,4
565401,2011-09-02,16686,162,414.19,55
565404,2011-09-04,13434,60,72.84,5
565405,2011-09-04,14211,96,220.04,13
565406,2011-09-04,13804,144,188.299999999999,11
565407,2011-09-04,16983,198,305.08,44
565408,2011-09-04,16813,74,125.46,32
565409,2011-09-04,16761,341,316.62,13
565410,2011-09-04,14691,302,835.08,29
565411,2011-09-04,13772,223,457.8,70
565412,2011-09-04,14156,1272,629.04,6
565413,2011-09-04,18223,233,431.73,22
565414,2011-09-04,15046,85,121.199999999999,6
565415,2011-09-04,14067,216,224.67,25
565416,2011-09-04,12710,404,358.66,29
565417,2011-09-04,15738,180,295.04,12
565418,2011-09-04,13576,93,323.73,5
565419,2011-09-04,13808,216,573.46,27
565420,2011-09-04,16326,85,313.05,29
565421,2011-09-04,16744,98,161.82,40
565423,2011-09-04,12569,39,91.86,6
565424,2011-09-04,15215,92,300.04,16
565426,2011-09-04,12851,109,135.18,50
565427,2011-09-04,17774,81,235.54,30
565429,2011-09-04,16434,57,182.12,14
565430,2011-09-04,14335,340,359.25,42
565431,2011-09-04,14965,353,474.5,81
565432,2011-09-04,16241,107,244.27,68
565433,2011-09-04,14965,12,124.5,2
565434,2011-09-04,12867,773,673.29,90
565435,2011-09-04,16241,8,34.0,1
565436,2011-09-04,14189,270,360.96,20
565437,2011-09-04,17050,261,568.25,30
565438,2011-09-04,17229,77,161.05,15
565439,2011-09-04,14852,377,554.21,29
565440,2011-09-04,12709,266,761.68,19
565441,2011-09-04,13240,57,110.04,15
565442,2011-09-04,12627,559,819.26,37
565443,2011-09-04,12567,509,891.819999999999,50
565444,2011-09-04,17894,34,128.9,16
565445,2011-09-04,13548,277,401.4,63
565446,2011-09-04,16057,200,400.24,18
565447,2011-09-04,14107,326,625.1,25
565448,2011-09-04,16057,19,49.65,3
565449,2011-09-04,16057,24,34.8,2
565450,2011-09-04,17722,172,323.16,21
565451,2011-09-04,15365,319,752.67,35
565452,2011-09-04,15187,228,316.84,9
565453,2011-09-04,15136,374,582.9,29
565454,2011-09-04,17410,49,117.15,7
565456,2011-09-04,16629,216,236.78,50
565457,2011-09-05,14565,169,538.8,18
565458,2011-09-05,16523,202,477.7,14
565459,2011-09-05,16656,864,859.68,6
565460,2011-09-05,16843,2300,1414.64,55
565461,2011-09-05,18261,102,224.8,15
565462,2011-09-05,16551,373,304.95,10
565463,2011-09-05,13748,208,335.8,13
565464,2011-09-05,13748,8,31.6,2
565465,2011-09-05,15364,409,581.39,26
565466,2011-09-05,12422,82,147.7,8
565467,2011-09-05,14129,178,315.78,15
565468,2011-09-05,14129,13,51.55,3
565469,2011-09-05,17389,54,591.3,1
565470,2011-09-05,12576,202,275.7,16
565471,2011-09-05,13931,514,859.32,38
565472,2011-09-05,16255,277,385.04,36
565473,2011-09-05,16717,240,423.5,26
565474,2011-09-05,14156,1,50.0,1
565475,2011-09-05,14156,5034,7480.05999999999,51
565476,2011-09-05,14156,456,958.8,4
565478,2011-09-05,15005,138,195.42,46
565479,2011-09-05,13999,142,307.03,15
565480,2011-09-05,18273,40,102.0,1
565481,2011-09-05,16891,32,122.22,25
565488,2011-09-05,15307,37,205.3,12
565491,2011-09-05,13881,1066,2251.94,19
565492,2011-09-05,13881,96,177.6,1
565513,2011-09-05,14401,276,313.08,13
565515,2011-09-05,17491,213,457.8,14
565519,2011-09-05,12502,234,1092.35,39
565541,2011-09-05,14159,577,575.68,150
565542,2011-09-05,16820,307,497.61,26
565563,2011-09-05,14177,104,183.83,18
565565,2011-09-05,14534,34,131.64,16
565569,2011-09-05,14111,18,48.3,2
565577,2011-09-05,14177,2,7.5,1
565579,2011-09-05,18283,95,134.9,47
565580,2011-09-05,13851,682,1298.18,12
565583,2011-09-05,12816,51,253.55,14
565584,2011-09-05,14243,165,315.17,15
565585,2011-09-05,16172,232,306.82,18
565586,2011-09-05,16172,24,33.04,2
565587,2011-09-05,12727,148,537.3,7
565588,2011-09-05,16918,231,299.67,39
565589,2011-09-05,17450,288,691.199999999999,2
565590,2011-09-05,16029,179,324.5,2
565591,2011-09-05,16029,96,177.6,1
565592,2011-09-05,16029,240,480.0,2
565593,2011-09-05,17612,307,344.07,22
565594,2011-09-05,13510,322,312.49,23
565595,2011-09-05,13192,297,447.62,30
565596,2011-09-05,16444,203,301.32,25
565598,2011-09-05,14842,78,213.04,12
565610,2011-09-05,14849,226,357.34,18
565611,2011-09-05,14849,238,401.94,15
565612,2011-09-05,12616,186,457.7,21
565613,2011-09-05,13744,254,263.2,19
565614,2011-09-05,17309,41,82.75,12
565616,2011-09-05,15238,355,472.64,23
565618,2011-09-05,15974,338,347.88,25
565631,2011-09-05,14680,568,1226.16,10
565643,2011-09-05,13468,207,356.75,8
565644,2011-09-05,15491,156,299.16,5
565648,2011-09-05,18196,192,238.35,63
565649,2011-09-05,16712,158,482.8,55
565664,2011-09-05,13211,573,775.94,44
565665,2011-09-05,15856,285,488.21,26
565667,2011-09-06,17449,102,174.86,9
565668,2011-09-06,15291,291,378.75,4
565669,2011-09-06,17560,192,149.12,3
565670,2011-09-06,14944,316,656.46,25
565672,2011-09-06,17700,326,556.26,30
565673,2011-09-06,14441,104,340.56,10
565674,2011-09-06,15271,74,224.28,13
565675,2011-09-06,15513,601,2184.59,38
565676,2011-09-06,15513,106,238.68,5
565677,2011-09-06,15521,92,192.4,11
565678,2011-09-06,15521,12,17.4,1
565679,2011-09-06,15199,78,310.6,4
565680,2011-09-06,14560,240,100.8,1
565682,2011-09-06,14796,467,835.95,64
565684,2011-09-06,16455,144,189.6,12
565685,2011-09-06,15671,384,638.4,8
565723,2011-09-06,14408,158,301.8,4
565724,2011-09-06,16168,120,185.0,7
565725,2011-09-06,13949,542,537.9,38
565726,2011-09-06,14360,745,1134.69,72
565727,2011-09-06,13158,265,332.89,23
565728,2011-09-06,17716,304,549.7,17
565729,2011-09-06,17716,12,25.2,1
565730,2011-09-06,14715,169,347.3,27
565731,2011-09-06,17716,68,125.0,9
565732,2011-09-06,17068,140,257.8,14
565733,2011-09-06,16359,80,164.4,4
565734,2011-09-06,17191,221,387.26,37
565735,2011-09-06,16904,1,15.0,1
565736,2011-09-06,13784,432,155.519999999999,1
565737,2011-09-06,16400,172,303.93,29
565738,2011-09-06,14667,277,582.8,19
565740,2011-09-06,15189,192,430.32,4
565741,2011-09-06,15189,164,354.62,4
565747,2011-09-06,14239,103,315.65,10
565748,2011-09-06,14156,1145,4005.35,58
565749,2011-09-06,14156,140,228.84,5
565750,2011-09-06,14208,114,151.74,10
565751,2011-09-06,16393,115,258.64,28
565753,2011-09-06,13538,12,99.0,2
565754,2011-09-06,15462,48,64.8,4
565756,2011-09-06,18230,224,503.08,12
565757,2011-09-06,17339,136,183.36,5
565758,2011-09-06,16928,142,199.299999999999,15
565759,2011-09-06,12720,327,358.84,21
565760,2011-09-06,12720,10,16.5,1
565763,2011-09-06,14739,1604,939.96,10
565765,2011-09-06,12526,318,520.3,29
565766,2011-09-06,17841,367,591.86,138
565768,2011-09-06,14040,142,262.4,8
565769,2011-09-06,16175,164,300.7,16
565776,2011-09-06,15311,483,724.01,19
565777,2011-09-06,12569,21,106.8,4
565778,2011-09-06,17460,59,159.85,7
565779,2011-09-06,15804,391,477.93,34
565780,2011-09-06,13130,32,64.0,2
565781,2011-09-06,13098,450,701.38,20
565782,2011-09-06,12748,176,303.92,15
565783,2011-09-06,13122,48,18.72,1
565784,2011-09-06,15089,104,359.05,19
565785,2011-09-06,12461,5,200.0,1
565788,2011-09-07,13210,316,353.48,22
565790,2011-09-07,16767,480,591.14,16
565791,2011-09-07,16029,96,189.6,2
565792,2011-09-07,14397,112,180.12,7
565793,2011-09-07,16029,96,177.6,1
565794,2011-09-07,16029,312,567.6,4
565795,2011-09-07,17481,149,260.63,19
565796,2011-09-07,14916,226,266.48,16
565800,2011-09-07,14911,417,809.069999999999,40
565801,2011-09-07,12685,268,549.24,26
565802,2011-09-07,17573,177,174.71,11
565803,2011-09-07,17735,454,871.25,43
565805,2011-09-07,18229,186,348.0,10
565806,2011-09-07,15594,319,520.31,30
565807,2011-09-07,14334,170,315.2,20
565808,2011-09-07,16843,4,23.0,1
565835,2011-09-07,14452,46,127.37,30
565836,2011-09-07,17511,2186,3200.28,38
565838,2011-09-07,15071,104,393.4,14
565839,2011-09-07,13186,187,313.6,12
565842,2011-09-07,13808,108,149.64,8
565844,2011-09-07,17442,247,331.24,19
565845,2011-09-07,14709,342,588.3,17
565846,2011-09-07,14606,60,121.5,39
565849,2011-09-07,14309,236,323.68,15
565850,2011-09-07,14530,219,524.85,45
565851,2011-09-07,14911,332,637.29,32
565853,2011-09-07,13756,205,413.99,14
565854,2011-09-07,12490,650,1035.82,42
565855,2011-09-07,15114,308,324.96,24
565856,2011-09-07,17345,116,155.8,13
565857,2011-09-07,14911,942,1464.58,85
565858,2011-09-07,17949,504,534.24,1
565859,2011-09-07,16818,336,426.07,25
565860,2011-09-07,12748,24,9.36,2
565861,2011-09-07,17368,4,20.8,3
565862,2011-09-07,15885,109,349.35,16
565863,2011-09-07,17422,393,402.79,16
565865,2011-09-07,12637,719,1304.7,67
565870,2011-09-07,16828,1,15.0,1
565877,2011-09-07,15189,133,304.24,6
565901,2011-09-07,13798,666,1094.9,9
565914,2011-09-07,18093,180,89.64,2
565915,2011-09-07,15752,340,480.52,67
565916,2011-09-07,14156,186,504.35,31
565918,2011-09-07,13249,66,127.73,19
565920,2011-09-08,15298,435,591.02,33
565921,2011-09-08,13889,146,416.9,15
565922,2011-09-08,14116,218,308.9,16
565923,2011-09-08,17567,388,590.4,13
565924,2011-09-08,13026,552,360.48,11
565926,2011-09-08,13305,224,310.2,13
565929,2011-09-08,15488,73,91.32,2
565930,2011-09-08,12685,649,1057.18,64
565931,2011-09-08,12683,211,404.31,23
565932,2011-09-08,16418,87,222.45,33
565933,2011-09-08,15885,1,15.0,1
565934,2011-09-08,18222,335,443.0,19
565936,2011-09-08,15653,1152,829.439999999999,2
565937,2011-09-08,13468,52,126.74,8
565967,2011-09-08,14646,1012,1944.6,51
565971,2011-09-08,13571,179,282.68,46
565975,2011-09-08,14646,1,2.08,1
565990,2011-09-08,13577,260,371.7,21
565993,2011-09-08,13013,86,303.3,12
565994,2011-09-08,13244,38,121.74,27
565995,2011-09-08,16076,230,418.34,35
566001,2011-09-08,13700,11,14.99,5
566005,2011-09-08,16426,88,161.69,21
566006,2011-09-08,13018,288,286.86,19
566008,2011-09-08,16426,91,153.99,42
566009,2011-09-08,16076,72,51.8399999999999,1
566010,2011-09-08,13700,448,390.47,58
566013,2011-09-08,17004,602,1006.4,26
566014,2011-09-08,14688,205,355.08,13
566015,2011-09-08,16426,78,45.78,5
566016,2011-09-08,15144,470,591.9,30
566017,2011-09-08,13330,351,412.71,26
566018,2011-09-08,13137,301,473.29,81
566019,2011-09-08,17243,121,441.49,31
566020,2011-09-08,13925,54,132.7,6
566021,2011-09-08,15306,234,312.45,13
566022,2011-09-08,13925,10,49.5,2
566023,2011-09-08,12955,424,496.44,18
566024,2011-09-08,13871,204,538.4,32
566025,2011-09-08,17634,65,159.79,37
566026,2011-09-08,15618,24,74.4,4
566027,2011-09-08,15618,91,121.81,8
566028,2011-09-08,13848,1000,320.0,1
566033,2011-09-08,16031,204,243.31,61
566035,2011-09-08,12839,286,413.58,25
566037,2011-09-08,13249,240,291.84,2
566038,2011-09-08,14511,73,191.73,10
566039,2011-09-08,14223,194,334.54,21
566040,2011-09-08,12540,243,459.99,23
566041,2011-09-08,13814,532,961.58,26
566042,2011-09-08,17811,90,182.9,31
566043,2011-09-08,13769,136,421.18,15
566044,2011-09-08,13769,12,25.2,1
566045,2011-09-08,15400,50,105.0,1
566046,2011-09-08,12971,118,78.9,3
566047,2011-09-08,17370,140,117.36,9
566048,2011-09-08,16558,244,322.77,23
566049,2011-09-08,15730,175,309.79,18
566050,2011-09-08,13854,70,324.0,5
566051,2011-09-08,15198,56,86.0,5
566052,2011-09-08,13199,160,186.32,3
566053,2011-09-08,14410,77,120.979999999999,42
566054,2011-09-08,12592,125,205.8,9
566055,2011-09-08,15453,97,227.79,41
566056,2011-09-08,14410,6,4.11,3
566057,2011-09-08,17997,370,174.07,28
566058,2011-09-08,16682,200,183.92,5
566059,2011-09-08,12569,9,86.0,3
566061,2011-09-08,13267,132,318.4,16
566062,2011-09-08,14522,251,482.07,8
566063,2011-09-08,16011,96,170.88,10
566073,2011-09-08,14562,94,354.53,27
566074,2011-09-09,12535,104,344.9,16
566075,2011-09-09,16173,105,205.67,14
566076,2011-09-09,12449,372,1087.7,45
566077,2011-09-09,13441,204,296.64,13
566079,2011-09-09,17593,782,985.62,37
566080,2011-09-09,15187,1,15.0,1
566081,2011-09-09,16293,95,253.99,14
566082,2011-09-09,16293,35,70.6,5
566083,2011-09-09,13145,96,85.92,3
566085,2011-09-09,17841,104,190.57,49
566086,2011-09-09,14051,91,584.4,5
566087,2011-09-09,13319,224,493.4,27
566089,2011-09-09,14062,528,998.88,7
566091,2011-09-09,17870,127,146.75,27
566092,2011-09-09,13823,325,650.42,26
566094,2011-09-09,17965,245,361.56,52
566108,2011-09-09,16027,288,158.4,1
566115,2011-09-09,12674,293,425.2,22
566117,2011-09-09,17965,10,15.5,1
566123,2011-09-09,15039,136,322.37,35
566124,2011-09-09,16515,144,262.74,25
566162,2011-09-09,15249,149,282.31,18
566163,2011-09-09,12637,719,1304.7,67
566169,2011-09-09,14414,392,185.839999999999,10
566170,2011-09-09,12879,58,140.5,4
566171,2011-09-09,18118,98,161.43,42
566172,2011-09-09,17001,224,322.4,11
566173,2011-09-09,12787,145,186.56,8
566175,2011-09-09,18237,104,158.959999999999,10
566178,2011-09-09,16353,49,141.9,4
566184,2011-09-09,16723,1,165.0,1
566186,2011-09-09,16603,363,296.62,23
566188,2011-09-09,14312,95,192.6,9
566189,2011-09-09,17800,113,151.3,13
566190,2011-09-09,12748,328,211.49,37
566191,2011-09-09,14388,210,442.66,24
566192,2011-09-09,14915,36,165.2,4
566193,2011-09-09,14961,517,1010.95,55
566194,2011-09-09,14711,91,301.0,52
566195,2011-09-09,12433,1849,2608.11,81
566196,2011-09-09,14180,16,148.8,4
566198,2011-09-09,18109,82,393.85,25
566199,2011-09-09,14824,217,441.91,15
566200,2011-09-09,16910,93,111.78,52
566201,2011-09-09,15189,18,98.1,1
566202,2011-09-09,15652,208,337.74,21
566203,2011-09-09,16362,137,337.75,36
566204,2011-09-09,14628,166,340.38,12
566206,2011-09-09,16362,7,34.65,3
566207,2011-09-09,12830,2352,1210.32,9
566208,2011-09-09,16362,9,7.65,2
566213,2011-09-09,14895,959,1732.93,74
566214,2011-09-09,14895,4,51.0,1
566215,2011-09-09,14895,29,109.15,5
566217,2011-09-09,14096,55,119.62,34
566218,2011-09-09,13079,6,35.7,1
566219,2011-09-09,17426,700,1001.36,57
566220,2011-09-09,15251,1128,2243.7,25
566225,2011-09-11,16899,30,78.1,11
566226,2011-09-11,15605,52,204.6,11
566227,2011-09-11,14258,744,1912.06,16
566228,2011-09-11,13408,484,889.4,5
566229,2011-09-11,13408,62,174.84,5
566230,2011-09-11,15159,263,418.84,23
566231,2011-09-11,14837,210,303.94,18
566232,2011-09-11,15159,82,175.04,6
566233,2011-09-11,12635,773,1005.54,61
566234,2011-09-11,15035,245,252.73,27
566235,2011-09-11,15636,202,418.06,17
566236,2011-09-11,16384,60,175.4,9
566237,2011-09-11,13742,30,142.9,8
566238,2011-09-11,17377,44,164.42,26
566239,2011-09-11,14665,234,544.52,24
566240,2011-09-11,14508,70,137.56,24
566241,2011-09-11,15939,156,254.76,2
566242,2011-09-11,15502,52,160.6,8
566243,2011-09-11,15502,2,33.9,1
566244,2011-09-11,15502,60,126.0,5
566245,2011-09-11,13426,198,451.97,11
566246,2011-09-11,13941,396,1028.04,8
566247,2011-09-11,16107,84,316.6,3
566248,2011-09-11,13272,72,140.96,8
566249,2011-09-11,13527,205,482.75,48
566250,2011-09-11,15587,120,344.88,2
566251,2011-09-11,12841,180,220.07,22
566253,2011-09-11,13527,19,11.97,1
566254,2011-09-11,13993,90,384.9,10
566255,2011-09-11,13324,1492,1783.24,18
566256,2011-09-11,12680,43,112.38,7
566257,2011-09-11,13324,680,855.599999999999,9
566258,2011-09-11,13124,524,1292.21,85
566259,2011-09-11,17317,606,2027.94,7
566260,2011-09-11,14212,1152,1070.48,9
566261,2011-09-11,13372,159,378.64,23
566262,2011-09-11,15527,108,277.55,20
566264,2011-09-11,14606,55,97.73,25
566265,2011-09-11,18255,74,103.3,6
566266,2011-09-11,17299,329,309.86,28
566267,2011-09-11,12647,196,356.11,19
566268,2011-09-11,13813,83,292.24,15
566269,2011-09-11,17864,380,272.31,59
566270,2011-09-11,16523,390,848.98,32
566271,2011-09-11,14250,866,1228.83,74
566272,2011-09-11,14487,287,430.219999999999,43
566273,2011-09-11,14720,107,245.33,13
566274,2011-09-11,13884,149,344.25,36
566275,2011-09-11,16549,242,452.49,73
566276,2011-09-11,13450,348,305.82,19
566277,2011-09-11,16796,186,305.62,18
566278,2011-09-11,13614,67,302.15,17
566279,2011-09-11,14432,362,254.75,51
566281,2011-09-11,12748,1450,2026.7,139
566282,2011-09-11,15782,644,1638.34,21
566283,2011-09-11,17838,381,625.0,28
566284,2011-09-11,14825,72,160.2,7
566285,2011-09-11,13611,346,535.08,42
566286,2011-09-11,14057,252,331.56,15
566287,2011-09-11,17218,49,133.37,24
566288,2011-09-11,12883,68,291.63,19
566289,2011-09-11,15601,128,231.56,14
566290,2011-09-11,14456,723,818.93,217
566291,2011-09-11,12965,283,771.91,109
566292,2011-09-11,13381,390,520.9,23
566293,2011-09-11,14533,555,408.38,16
566294,2011-09-11,15533,150,449.659999999999,33
566295,2011-09-11,15547,867,458.43,40
566296,2011-09-11,17841,81,203.08,50
566297,2011-09-11,16794,58,92.38,31
566298,2011-09-11,14030,170,159.31,21
566299,2011-09-11,16871,200,329.44,14
566300,2011-09-11,18215,118,299.34,13
566301,2011-09-11,16474,56,114.84,24
566302,2011-09-11,16474,1,8.25,1
566303,2011-09-12,12997,170,307.92,16
566304,2011-09-12,18158,254,343.8,24
566305,2011-09-12,14110,223,523.25,21
566306,2011-09-12,13265,214,336.64,13
566307,2011-09-12,14307,323,656.23,34
566308,2011-09-12,15865,134,289.92,15
566309,2011-09-12,14307,24,31.5999999999999,2
566310,2011-09-12,15980,890,1468.58,19
566311,2011-09-12,15980,78,170.1,4
566312,2011-09-12,16150,164,339.83,20
566314,2011-09-12,15358,372,405.86,28
566315,2011-09-12,15392,314,326.48,25
566317,2011-09-12,13375,442,778.65,37
566318,2011-09-12,15971,110,217.3,4
566319,2011-09-12,13431,556,853.68,36
566320,2011-09-12,13983,180,382.48,17
566321,2011-09-12,17961,1,5.95,1
566322,2011-09-12,16209,76,145.72,5
566326,2011-09-12,16211,154,547.02,23
566328,2011-09-12,13743,204,153.72,4
566329,2011-09-12,14527,50,207.57,18
566334,2011-09-12,13798,444,410.08,5
566345,2011-09-12,17685,861,1286.41,59
566361,2011-09-12,15253,34,71.7,3
566364,2011-09-12,15253,355,395.049999999999,23
566393,2011-09-12,13269,214,362.18,17
566394,2011-09-12,13650,212,317.96,17
566395,2011-09-12,14952,164,683.8,12
566396,2011-09-12,14292,268,553.74,18
566397,2011-09-12,17811,85,147.02,31
566398,2011-09-12,12884,43,309.05,7
566399,2011-09-12,16141,238,620.4,30
566400,2011-09-12,17139,854,1535.24,93
566402,2011-09-12,14997,612,278.4,12
566403,2011-09-12,16985,114,501.9,7
566405,2011-09-12,17919,756,1304.04,23
566408,2011-09-12,16984,791,1255.22,130
566420,2011-09-12,16360,96,211.01,33
566421,2011-09-12,12924,196,278.43,15
566422,2011-09-12,13064,82,183.08,12
566424,2011-09-12,13309,262,381.5,25
566425,2011-09-12,16458,106,175.9,10
566426,2011-09-12,17865,484,663.24,13
566427,2011-09-12,17433,185,303.159999999999,54
566428,2011-09-12,15932,422,309.7,18
566429,2011-09-12,17865,12,25.2,1
566430,2011-09-12,16475,1,85.0,1
566431,2011-09-12,18180,254,303.36,18
566432,2011-09-12,13704,132,88.56,6
566433,2011-09-12,16839,438,987.939999999999,17
566434,2011-09-12,17090,294,705.74,38
566435,2011-09-12,13854,68,302.2,4
566438,2011-09-12,15996,44,152.82,18
566439,2011-09-12,17656,28,132.4,3
566440,2011-09-12,15755,292,330.92,21
566441,2011-09-12,17719,149,302.19,18
566442,2011-09-12,14732,175,308.89,19
566443,2011-09-12,17071,144,291.8,18
566444,2011-09-12,14020,180,331.14,18
566447,2011-09-12,12989,348,637.92,4
566448,2011-09-12,14897,30,169.9,7
566450,2011-09-12,15673,450,776.63,42
566451,2011-09-12,18069,471,788.1,141
566452,2011-09-12,14901,57,129.329999999999,11
566453,2011-09-12,17811,48,84.5,3
566455,2011-09-12,14500,10,21.0,1
566465,2011-09-12,15764,2,3.35,2
566477,2011-09-13,14359,189,483.39,28
566479,2011-09-13,13831,104,340.2,5
566480,2011-09-13,16451,120,266.97,14
566481,2011-09-13,15769,700,1253.0,3
566482,2011-09-13,16609,624,1319.78,67
566483,2011-09-13,13880,249,414.82,17
566484,2011-09-13,13880,216,223.84,12
566485,2011-09-13,13880,112,181.6,9
566486,2011-09-13,16098,112,293.14,13
566487,2011-09-13,16422,316,358.2,5
566488,2011-09-13,12940,95,361.27,19
566489,2011-09-13,16814,255,573.7,22
566491,2011-09-13,14060,216,294.24,15
566492,2011-09-13,12679,73,94.32,2
566494,2011-09-13,17404,4072,4114.08,17
566495,2011-09-13,15529,808,817.04,146
566518,2011-09-13,17779,102,166.42,32
566520,2011-09-13,17757,61,161.19,23
566537,2011-09-13,13767,134,371.7,11
566539,2011-09-13,17228,261,368.72,48
566554,2011-09-13,13136,360,921.4,37
566555,2011-09-13,15216,28,96.6,2
566556,2011-09-13,16353,48,237.6,1
566557,2011-09-13,14646,4951,8281.12,57
566558,2011-09-13,15311,361,679.69,30
566559,2011-09-13,18044,157,431.97,23
566560,2011-09-13,17092,216,356.6,26
566561,2011-09-13,18145,972,1079.47,72
566562,2011-09-13,17365,1147,1126.47,98
566563,2011-09-13,12909,250,328.98,20
566564,2011-09-13,15522,316,259.9,42
566566,2011-09-13,14096,106,433.93,70
566567,2011-09-13,16161,139,303.65,14
566571,2011-09-13,17037,656,1267.32,75
566572,2011-09-13,13488,177,432.75,19
566575,2011-09-13,17133,1238,1658.9,8
566576,2011-09-13,13098,977,2180.3,20
566580,2011-09-13,12822,424,690.9,37
566581,2011-09-13,16081,887,1599.55,107
566582,2011-09-13,13384,538,1024.08,28
566583,2011-09-13,15343,84,364.5,21
566585,2011-09-13,16409,172,380.76,19
566586,2011-09-13,12619,213,199.8,7
566587,2011-09-13,14132,266,347.74,20
566588,2011-09-13,17562,74,191.78,7
566589,2011-09-13,14753,211,563.15,30
566590,2011-09-13,14032,273,302.2,19
566591,2011-09-13,16036,589,570.19,44
566592,2011-09-13,15201,296,303.28,17
566594,2011-09-13,16959,49,117.35,7
566595,2011-09-13,18251,7824,4314.72,16
566596,2011-09-13,14163,304,786.52,10
566597,2011-09-13,14194,160,446.31,19
566598,2011-09-13,12664,73,319.6,4
566599,2011-09-13,15998,280,398.7,77
566600,2011-09-13,13704,274,417.08,22
566601,2011-09-13,16469,53,185.84,49
566604,2011-09-13,16279,314,371.9,47
566605,2011-09-13,13263,122,276.31,64
566606,2011-09-13,15194,229,305.37,20
566607,2011-09-13,13032,175,496.3,44
566610,2011-09-13,17961,1,1.65,1
566612,2011-09-13,16229,226,652.4,35
566616,2011-09-14,12895,142,267.8,16
566617,2011-09-14,18092,346,1304.04,16
566618,2011-09-14,17640,250,621.66,5
566619,2011-09-14,13798,196,327.8,3
566620,2011-09-14,13588,126,185.22,12
566621,2011-09-14,15845,283,543.24,18
566622,2011-09-14,13860,176,405.88,24
566623,2011-09-14,12756,144,112.079999999999,4
566624,2011-09-14,17315,199,302.25,15
566625,2011-09-14,14911,734,781.11,50
566627,2011-09-14,18229,202,327.0,6
566628,2011-09-14,12971,604,167.0,2
566629,2011-09-14,15622,285,613.77,25
566630,2011-09-14,12971,96,157.2,6
566631,2011-09-14,15622,12,42.24,2
566632,2011-09-14,15622,46,69.6,5
566633,2011-09-14,17193,96,299.04,4
566634,2011-09-14,13183,356,690.6,8
566647,2011-09-14,18001,285,252.23,42
566648,2011-09-14,14198,79,171.85,8
566649,2011-09-14,18173,192,378.0,6
566667,2011-09-14,14660,124,156.79,16
566668,2011-09-14,18065,9,53.55,2
566669,2011-09-14,18065,251,466.09,28
566670,2011-09-14,18065,12,17.4,1
566673,2011-09-14,17728,129,345.03,20
566674,2011-09-14,15105,356,614.88,31
566675,2011-09-14,15105,60,28.68,3
566694,2011-09-14,16401,248,318.24,17
566705,2011-09-14,13552,162,471.84,15
566707,2011-09-14,13552,52,79.8,3
566708,2011-09-14,13078,400,737.8,11
566709,2011-09-14,16745,948,821.6,23
566713,2011-09-14,15933,345,411.81,24
566717,2011-09-14,17841,107,237.19,54
566718,2011-09-14,15854,75,446.25,4
566719,2011-09-14,15081,20,88.2,6
566720,2011-09-14,13634,231,588.51,63
566721,2011-09-14,12921,203,490.95,25
566722,2011-09-14,13408,336,466.52,12
566723,2011-09-14,15804,79,233.39,12
